"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,34398395,114410574,1,13-NOV-18,1,"M",45,5,22,"F",2,2,"","","",22,0
2018,34402872,114417551,1,26-NOV-18,1,"C",27,5,14,"M",2,2,"","H","",14,0
2018,34398396,114417552,1,20-AUG-18,3,"N",27,5,23,"M",1,3,"R","","",23,0
2018,34405795,114412676,1,17-APR-18,2,"N",51,5,17,"F",1,2,"R","R","",17,0
2018,34398397,114412679,1,22-DEC-18,1,"C",16,5,34,"M",1,2,"","","",34,0
2018,34398399,114410582,1,23-NOV-18,3,"C",51,5,35,"M",1,2,"R","","",35,0
2018,34405798,114417561,1,14-OCT-18,3,"C",45,5,18,"F",2,2,"","","",18,0
2018,34398401,114410585,1,25-OCT-18,3,"N",44,5,20,"M",1,1,"R","","",20,0
2018,34398402,114410586,1,23-JUL-18,2,"N",45,5,43,"M",1,2,"R","","",43,0
2018,34402879,114410590,1,21-AUG-18,3,"N",16,5,31,"M",1,2,"N","","",31,0
2018,34405803,114417565,1,23-DEC-18,1,"C",16,5,34,"F",2,2,"","","",34,0
2018,34402884,114417572,1,19-MAY-18,1,"N",16,5,53,"M",1,2,"R","","",53,0
2018,34405812,114412704,1,10-FEB-19,3,"C",45,5,56,"M",2,2,"","","",56,0
2018,34398413,114412704,2,19-FEB-19,3,"C",45,5,61,"M",2,2,"","","",61,0
2018,34402891,114417586,1,22-AUG-18,1,"N",51,5,40,"M",0,2,"R","","",40,0
2018,34402892,114412710,1,14-OCT-18,1,"C",44,5,22,"M",1,2,"","","",22,0
2018,34402889,114410621,1,12-NOV-18,3,"C",35,5,36,"M",1,2,"","","",36,0
2018,34402893,114417589,1,06-JAN-19,3,"C",36,5,42,"M",1,2,"","","",42,0
2018,34402899,114412712,1,30-NOV-18,3,"N",16,5,44,"M",1,2,"R","","",44,0
2018,34405817,114412711,1,21-JUN-18,2,"N",51,5,14,"M",0,1,"R","R","",14,0
2018,34405822,114410632,1,20-OCT-18,3,"N",45,5,18,"M",1,2,"N","","",18,0
2018,34398421,114417612,1,20-APR-18,3,"N",45,5,32,"M",1,2,"R","","",32,0
2018,34402905,114417614,1,15-OCT-18,1,"C",16,5,25,"M",1,2,"","","",25,0
2018,34402904,114410641,1,28-JUN-18,3,"N",27,5,35,"M",1,2,"R","","",35,0
2018,34398422,114417617,1,15-NOV-18,1,"C",16,5,21,"M",1,2,"","","",21,0
2018,34405829,114417622,1,16-NOV-18,3,"C",27,5,14,"M",1,2,"","H","",14,0
2018,34405838,114410657,1,29-NOV-18,3,"C",49,5,56,"M",1,2,"","","",56,0
2018,34405839,114410658,1,22-APR-19,3,"C",36,5,19,"M",1,1,"","","",19,0
2018,34402917,114417636,1,21-OCT-18,2,"N",13,5,19,"F",1,2,"R","","",19,0
2018,34405840,114410663,1,12-APR-19,3,"C",51,5,36,"M",1,2,"","","",36,0
2018,34398430,114410665,1,30-OCT-18,3,"C",23,5,74,"F",1,2,"","","",74,0
2018,34402922,114417650,1,30-NOV-18,3,"C",27,5,13,"F",2,2,"","H","",13,0
2018,34405847,114417653,1,15-FEB-19,3,"C",16,5,26,"F",1,1,"","","",26,0
2018,34402925,114417656,1,08-MAR-19,3,"C",16,5,20,"M",1,1,"","","",20,0
2018,34402930,114417670,1,24-MAY-18,3,"N",16,5,26,"F",1,2,"R","","",26,0
2018,34398436,114412751,1,26-APR-18,3,"N",35,5,44,"M",1,2,"R","","",44,0
2018,34402932,114410682,1,22-MAR-19,3,"C",11,5,47,"M",1,2,"","","",47,0
2018,34405857,114417684,1,25-OCT-18,3,"N",22,5,17,"M",1,2,"R","R","",17,0
2018,34398443,114412771,1,16-NOV-18,1,"C",27,5,59,"M",1,2,"","","",59,0
2018,34405868,114410702,1,27-AUG-18,2,"N",5,5,14,"F",1,2,"R","R","",14,0
2018,34402939,114410703,1,29-JUL-18,3,"N",27,5,45,"M",1,2,"R","","",45,0
2018,34402956,114417726,1,30-NOV-18,1,"C",51,5,32,"M",1,2,"","","",32,0
2018,34398456,114412793,1,28-MAY-18,3,"N",35,5,37,"M",1,2,"N","","",37,0
2018,34398457,114410744,1,25-JUN-18,3,"N",27,5,27,"M",1,3,"N","","",27,0
2018,34398458,114410744,2,25-JUN-18,3,"N",27,5,22,"M",1,3,"N","","",22,0
2018,34405880,114410748,1,20-OCT-18,3,"C",5,5,26,"M",2,2,"","","",26,0
2018,34405888,114410765,1,26-JUN-18,2,"N",35,5,19,"M",1,2,"R","","",19,0
2018,34405891,114417757,1,29-MAY-18,3,"N",27,5,40,"F",1,2,"R","","",40,0
2018,34405894,114417765,1,18-MAY-19,3,"C",5,5,41,"M",2,2,"","","",41,0
2018,34403892,114423125,1,19-NOV-18,1,"C",16,5,16,"F",1,2,"","R","",16,0
2018,34399152,114414747,1,06-MAR-19,3,"C",49,5,23,"M",1,2,"","","",23,0
2018,34406845,114414752,1,08-OCT-18,1,"C",35,5,51,"F",1,2,"","","",51,0
2018,34403916,114423164,2,09-NOV-18,1,"C",21,5,32,"M",1,2,"","","",32,0
2018,34403915,114423164,1,09-NOV-18,1,"C",21,5,37,"M",1,1,"","","",37,0
2018,34406863,114423177,1,31-JAN-19,3,"C",45,5,37,"F",1,2,"","","",37,0
2018,34403922,114420419,1,25-NOV-18,3,"C",16,5,28,"M",1,2,"","","",28,0
2018,34406869,114420430,1,13-SEP-18,2,"C",23,5,26,"F",2,2,"","","",26,0
2018,34403936,114420452,2,14-SEP-18,1,"C",23,5,39,"F",1,2,"","","",39,0
2018,34399176,114420452,1,14-SEP-18,1,"C",23,5,42,"F",1,2,"","","",42,0
2018,34403939,114414812,1,16-MAY-19,3,"C",45,5,24,"F",2,2,"","","",24,0
2018,34399180,114420456,1,18-OCT-18,1,"N",35,5,16,"M",2,2,"R","R","",16,0
2018,34406886,114420463,1,15-SEP-18,1,"C",23,5,37,"F",1,2,"","","",37,0
2018,34403950,114423243,1,29-NOV-18,1,"C",16,5,28,"F",1,2,"","","",28,0
2018,34399183,114423246,1,21-OCT-18,2,"N",5,5,23,"F",1,2,"R","","",23,0
2018,34406907,114423254,1,23-NOV-18,2,"C",51,5,64,"M",1,2,"","","",64,0
2018,34399200,114420540,1,01-NOV-18,1,"N",16,5,24,"F",1,2,"R","","",24,0
2018,34403975,114423306,1,25-MAR-19,3,"C",45,5,27,"F",1,2,"","","",27,0
2018,34399206,114420550,1,21-NOV-18,3,"N",16,5,31,"M",2,2,"R","","",31,0
2018,34406930,114423317,1,19-OCT-18,1,"C",45,5,56,"M",1,2,"","","",56,0
2018,34403988,114423330,1,14-MAY-19,3,"N",56,5,36,"M",1,2,"R","","",36,0
2018,34399215,114423330,2,16-MAY-19,3,"N",56,5,35,"F",1,2,"R","","",35,0
2018,34403986,114423331,1,26-DEC-18,1,"C",27,5,21,"M",2,2,"","","",21,0
2018,34406942,114423338,1,02-NOV-18,1,"N",16,5,27,"F",1,2,"N","","",27,0
2018,34406949,114423352,1,21-OCT-18,1,"N",14,5,27,"F",1,2,"R","","",27,0
2018,34399224,114423360,1,20-NOV-18,1,"C",16,5,44,"M",2,2,"","","",44,0
2018,34408386,114433061,1,08-NOV-18,2,"N",16,5,45,"M",1,2,"R","","",45,0
2018,34408388,114433065,1,03-MAR-19,3,"N",2,5,18,"M",1,2,"N","","",18,0
2018,34408389,114433065,2,22-FEB-19,3,"N",2,5,24,"M",2,2,"N","","",24,0
2018,34415380,114429106,1,06-OCT-18,1,"N",5,5,49,"M",1,2,"R","","",49,0
2018,34415383,114433078,1,09-NOV-18,1,"C",45,5,20,"M",1,2,"","","",20,0
2018,34408396,114433080,1,05-SEP-18,1,"N",16,5,20,"M",1,2,"R","","",20,0
2018,34408399,114429116,1,06-NOV-18,3,"N",16,5,34,"F",1,2,"R","","",34,0
2018,34415387,114429123,1,08-NOV-18,1,"N",16,5,21,"M",1,2,"R","","",21,0
2018,34410540,114429128,1,11-NOV-18,3,"C",27,5,20,"F",1,2,"","","",20,0
2018,34408405,114433091,1,09-NOV-18,1,"N",27,5,26,"M",2,2,"R","","",26,0
2018,34415396,114433097,1,10-NOV-18,1,"C",45,5,15,"F",2,2,"","R","",15,0
2018,34408424,114436688,1,15-NOV-18,1,"C",16,5,38,"F",1,2,"","","",38,0
2018,34410553,114436688,2,15-NOV-18,3,"C",16,5,46,"M",2,2,"","","",46,0
2018,34408423,114433134,1,02-DEC-18,1,"N",39,5,27,"M",2,3,"U","","",27,0
2018,34408426,114436698,1,10-NOV-18,1,"N",51,5,30,"M",2,2,"N","","",30,0
2018,34415414,114436709,1,10-AUG-18,1,"N",2,5,27,"F",1,2,"N","","",27,0
2018,34410558,114436715,1,08-JUL-18,1,"N",48,5,44,"M",1,1,"N","","",44,0
2018,34408434,114433166,1,03-DEC-18,1,"N",5,5,30,"M",2,2,"U","","",30,0
2018,34408435,114436725,1,12-OCT-18,2,"N",2,5,56,"F",2,2,"R","","",56,0
2018,34415429,114436741,1,06-OCT-18,1,"N",16,5,20,"M",2,2,"N","","",20,0
2018,34410569,114436759,1,11-AUG-18,1,"N",22,5,21,"M",1,2,"N","","",21,0
2018,34408447,114436759,2,11-AUG-18,1,"N",51,5,20,"M",2,2,"N","","",20,0
2018,34408448,114436760,1,07-JAN-19,3,"N",45,5,23,"F",1,3,"U","","",23,0
2018,34415439,114433193,1,10-NOV-18,1,"N",53,5,37,"M",1,2,"N","","",37,0
2018,34410572,114433195,1,16-MAR-18,1,"N",27,5,28,"M",2,2,"U","","",28,0
2018,34410581,114436792,1,07-OCT-18,1,"N",16,5,22,"M",1,2,"N","","",22,0
2018,34410582,114436792,2,07-OCT-18,2,"N",48,5,19,"F",1,2,"N","","",19,0
2018,34415453,114436795,1,14-OCT-18,3,"N",21,5,21,"M",1,2,"R","","",21,0
2018,34415466,114436817,1,19-NOV-18,3,"N",46,5,40,"F",1,1,"R","","",40,0
2018,34415471,114436830,1,28-NOV-18,1,"C",27,5,64,"M",1,2,"","","",64,0
2018,34410595,114436839,1,20-NOV-18,3,"N",35,5,39,"M",1,2,"R","","",39,0
2018,34415474,114436840,1,08-JAN-19,2,"N",45,5,22,"M",1,2,"U","","",22,0
2018,34415476,114436842,1,08-JUL-18,1,"N",51,5,19,"M",1,2,"N","","",19,0
2018,34408469,114436843,1,30-NOV-18,3,"C",51,5,31,"M",1,2,"","","",31,0
2018,34415475,114436841,1,02-JAN-19,2,"N",36,5,15,"M",2,3,"U","R","",15,0
2018,34415478,114436844,2,07-SEP-18,1,"N",16,5,50,"M",2,2,"N","","",50,0
2018,34415477,114436844,1,07-SEP-18,1,"N",16,5,31,"M",2,2,"N","","",31,0
2018,34408471,114436850,1,10-APR-19,3,"N",36,5,14,"M",1,2,"R","R","",14,0
2018,34409229,114438353,1,23-SEP-18,3,"N",5,5,19,"M",1,2,"N","","",19,0
2018,34411100,114438355,1,15-OCT-18,3,"C",27,5,36,"M",1,2,"","","",36,0
2018,34411112,114441219,2,28-JUL-18,1,"N",16,5,20,"M",2,2,"R","","",20,0
2018,34416165,114441219,1,28-JUL-18,1,"N",16,5,21,"M",1,2,"R","","",21,0
2018,34416167,114441229,1,06-OCT-18,1,"C",39,5,30,"M",1,2,"","","",30,0
2018,34416168,114441230,1,08-AUG-18,3,"N",47,5,49,"M",1,2,"R","","",49,0
